index,Country,SubRegion,latitude,longitude,total_ocas
1134,Brazil,Brazil,-20.80501938,-49.3890419,2
1135,Brazil,Brazil,-20.79969215,-51.72997284,1
1136,Brazil,Brazil,-20.79592705,-40.81125641,1
1137,Brazil,Brazil,-20.79026604,-51.70675278,2
1138,Brazil,Brazil,-20.78201485,-51.71146011,1
1139,Brazil,Brazil,-20.78179359,-51.7076416,1
1140,Brazil,Brazil,-20.75804138,-42.88913345,1
1141,Brazil,Brazil,-20.75000954,-42.88262177,1
1142,Brazil,Brazil,-20.74007416,-48.90841675,2
1143,Brazil,Brazil,-20.73273277,-42.03022385,1
1144,Brazil,Brazil,-20.72914505,-46.60183716,1
1145,Brazil,Brazil,-20.72812653,-46.60707092,3
1146,Brazil,Brazil,-20.72382546,-46.60673142,1
1147,Brazil,Brazil,-20.72270966,-46.60362625,3
1148,Brazil,Brazil,-20.69605637,-44.82725906,1
1149,Brazil,Brazil,-20.67495537,-40.50368118,2
1150,Brazil,Brazil,-20.67454338,-40.50395966,1
1151,Brazil,Brazil,-20.67371559,-41.00798035,2
1152,Brazil,Brazil,-20.66342354,-43.78944778,3
1153,Brazil,Brazil,-20.64891243,-41.90904617,3
1154,Brazil,Brazil,-20.56179237,-48.56591797,2
1155,Brazil,Brazil,-20.53528786,-47.39733124,1
1156,Brazil,Brazil,-20.53021812,-47.39937973,7
1157,Brazil,Brazil,-20.52581596,-47.40236282,1
1158,Brazil,Brazil,-20.52427673,-54.65375519,1
1159,Brazil,Brazil,-20.51965523,-54.57467651,4
1160,Brazil,Brazil,-20.47440529,-54.55047226,3
1161,Brazil,Brazil,-20.46646881,-45.45369721,1
1162,Brazil,Brazil,-20.46589088,-45.96410751,1
1163,Brazil,Brazil,-20.46218681,-54.60302734,1
1164,Brazil,Brazil,-20.4597702,-54.61367035,4
1165,Brazil,Brazil,-20.45785523,-54.61772156,3
1166,Brazil,Brazil,-20.45452881,-53.76024628,1
1167,Brazil,Brazil,-20.44509506,-54.60451889,1
1168,Brazil,Brazil,-20.43918419,-54.59239578,3
1169,Brazil,Brazil,-20.43551064,-54.58745956,1
1170,Brazil,Brazil,-20.42269325,-49.97312164,2
1171,Brazil,Brazil,-20.42220306,-54.6271286,3
1172,Brazil,Brazil,-20.41631508,-49.97416687,2
1173,Brazil,Brazil,-20.40674019,-42.89216232,1
1174,Brazil,Brazil,-20.39272118,-44.49134064,1
1175,Brazil,Brazil,-20.38505936,-43.4236908,2
1176,Brazil,Brazil,-20.38333321,-40.31666565,4
1177,Brazil,Brazil,-20.36543083,-40.30248261,5
1178,Brazil,Brazil,-20.35352516,-40.3824234,2
1179,Brazil,Brazil,-20.34395981,-40.34257507,1
1180,Brazil,Brazil,-20.33833504,-40.39017487,1
1181,Brazil,Brazil,-20.33550072,-40.38553619,2
1182,Brazil,Brazil,-20.3352375,-41.13001251,2
1183,Brazil,Brazil,-20.33430672,-40.39143372,2
1184,Brazil,Brazil,-20.31940651,-40.3346405,1
1185,Brazil,Brazil,-20.30646324,-40.37391663,1
1186,Brazil,Brazil,-20.3003788,-40.2937088,2
1187,Brazil,Brazil,-20.29354668,-40.29386139,3
1188,Brazil,Brazil,-20.28747177,-50.24651718,2
1189,Brazil,Brazil,-20.28485489,-50.40052033,2
1190,Brazil,Brazil,-20.27223969,-40.28681183,7
1191,Brazil,Brazil,-20.24542046,-42.73451996,1
1192,Brazil,Brazil,-20.23501968,-41.51073074,3
1193,Brazil,Brazil,-20.21560478,-40.26290894,1
1194,Brazil,Brazil,-20.19977188,-40.26595306,1
1195,Brazil,Brazil,-20.19512367,-40.24715805,1
1196,Brazil,Brazil,-20.19401932,-40.22038651,2
1197,Brazil,Brazil,-20.19339752,-40.26677322,2
1198,Brazil,Brazil,-20.1462841,-44.89162064,2
1199,Brazil,Brazil,-20.1266346,-40.30848312,2
1200,Brazil,Brazil,-20.08657646,-45.29066849,2
1201,Brazil,Brazil,-20.07855606,-41.12339783,1
1202,Brazil,Brazil,-20.07514763,-44.57420349,2
1203,Brazil,Brazil,-20.06601334,-44.55125809,1
1204,Brazil,Brazil,-20.03514671,-44.13656998,1
1205,Brazil,Brazil,-20.03072929,-40.7401886,2
1206,Brazil,Brazil,-20.02884293,-44.14282608,2
1207,Brazil,Brazil,-20.02397156,-48.93868256,2
1208,Brazil,Brazil,-20.02257729,-45.54367828,1
1209,Brazil,Brazil,-20.0198555,-45.54343796,2
1210,Brazil,Brazil,-20.01203156,-44.03304291,2
1211,Brazil,Brazil,-20.00175667,-44.06911469,1
1212,Brazil,Brazil,-19.99880409,-43.99294663,1
1213,Brazil,Brazil,-19.99031067,-44.43226242,1
1214,Brazil,Brazil,-19.98682976,-43.84672165,1
1215,Brazil,Brazil,-19.9867878,-44.42739105,1
1216,Brazil,Brazil,-19.98372841,-44.06568146,1
1217,Brazil,Brazil,-19.97854042,-44.06756592,2
1218,Brazil,Brazil,-19.97348976,-44.04265976,2
1219,Brazil,Brazil,-19.97164345,-43.93073273,2
1220,Brazil,Brazil,-19.96597672,-43.95556259,7
1221,Brazil,Brazil,-19.96513748,-44.1871872,2
1222,Brazil,Brazil,-19.96138382,-44.20754623,1
1223,Brazil,Brazil,-19.95485497,-44.0234108,1
1224,Brazil,Brazil,-19.95332527,-43.96017456,1
1225,Brazil,Brazil,-19.9528141,-43.9993782,1
1226,Brazil,Brazil,-19.95159149,-43.9549408,1
1227,Brazil,Brazil,-19.94900894,-43.96095657,2
1228,Brazil,Brazil,-19.94555283,-43.94967651,4
1229,Brazil,Brazil,-19.9425621,-44.01132202,4
1230,Brazil,Brazil,-19.94048691,-43.95648193,2
1231,Brazil,Brazil,-19.93949509,-43.92544174,5
1232,Brazil,Brazil,-19.93949127,-43.92652893,5
1233,Brazil,Brazil,-19.93536568,-43.92602921,3
1234,Brazil,Brazil,-19.93187141,-43.96671295,1
1235,Brazil,Brazil,-19.93173981,-44.10413361,2
1236,Brazil,Brazil,-19.92616844,-43.9184227,2
1237,Brazil,Brazil,-19.92349243,-43.93870544,5
1238,Brazil,Brazil,-19.9227066,-44.03197098,1
1239,Brazil,Brazil,-19.92048454,-43.93930054,5
1240,Brazil,Brazil,-19.9201622,-43.93196869,6
1241,Brazil,Brazil,-19.9146328,-43.98023224,3
1242,Brazil,Brazil,-19.91184616,-43.9704628,1
1243,Brazil,Brazil,-19.91160011,-43.9967308,1
1244,Brazil,Brazil,-19.88597679,-43.98713303,1
1245,Brazil,Brazil,-19.88375855,-43.93748856,4
1246,Brazil,Brazil,-19.87850189,-44.98892212,1
1247,Brazil,Brazil,-19.87667275,-43.91707611,4
1248,Brazil,Brazil,-19.86484718,-44.60693741,2
1249,Brazil,Brazil,-19.86304855,-44.6084404,1
1250,Brazil,Brazil,-19.85770989,-43.87491226,1
1251,Brazil,Brazil,-19.8304863,-40.26799393,2
1252,Brazil,Brazil,-19.82696724,-42.31612015,1
1253,Brazil,Brazil,-19.81485176,-43.96708679,1
1254,Brazil,Brazil,-19.81288338,-43.96289063,1
1255,Brazil,Brazil,-19.79545212,-43.93147659,2
1256,Brazil,Brazil,-19.79298782,-43.94403839,1
1257,Brazil,Brazil,-19.7879734,-42.13750839,2
1258,Brazil,Brazil,-19.78393173,-44.02284622,2
1259,Brazil,Brazil,-19.78353882,-43.98107529,2
1260,Brazil,Brazil,-19.78264237,-42.13921356,1
1261,Brazil,Brazil,-19.77669525,-44.08239746,2
1262,Brazil,Brazil,-19.77358437,-47.94560242,1
1263,Brazil,Brazil,-19.76082993,-44.14455795,1
1264,Brazil,Brazil,-19.75074768,-40.3799324,1
1265,Brazil,Brazil,-19.74773598,-47.93543243,2
1266,Brazil,Brazil,-19.74694443,-47.93488312,1
1267,Brazil,Brazil,-19.73636246,-45.25055695,1
1268,Brazil,Brazil,-19.69103813,-43.92097092,2
1269,Brazil,Brazil,-19.63879013,-42.103508,1
1270,Brazil,Brazil,-19.62445831,-43.22743607,2
1271,Brazil,Brazil,-19.62016487,-44.04074097,2
1272,Brazil,Brazil,-19.59498787,-46.93864059,2
1273,Brazil,Brazil,-19.55994988,-44.07999039,1
1274,Brazil,Brazil,-19.50506401,-42.57209015,3
1275,Brazil,Brazil,-19.49909592,-42.63054276,2
1276,Brazil,Brazil,-19.48101807,-42.58079147,2
1277,Brazil,Brazil,-19.46816063,-44.24788284,1
1278,Brazil,Brazil,-19.46302605,-44.24699402,1
1279,Brazil,Brazil,-19.46164513,-42.56321716,2
1280,Brazil,Brazil,-19.39340782,-40.03522873,3
1281,Brazil,Brazil,-19.31480789,-46.05534363,2
1282,Brazil,Brazil,-19.21879768,-45.00061417,1
1283,Brazil,Brazil,-18.99938393,-40.53604126,2
1284,Brazil,Brazil,-18.9730835,-49.46141815,2
1285,Brazil,Brazil,-18.96202469,-48.33150864,1
1286,Brazil,Brazil,-18.93922234,-46.98476028,3
1287,Brazil,Brazil,-18.92163086,-48.27150726,1
1288,Brazil,Brazil,-18.91798592,-48.27603531,1
1289,Brazil,Brazil,-18.91705895,-48.28050613,1
1290,Brazil,Brazil,-18.91034126,-48.32384491,1
1291,Brazil,Brazil,-18.8706665,-48.29542542,9
1292,Brazil,Brazil,-18.85627937,-41.94347,1
1293,Brazil,Brazil,-18.85420036,-41.94153214,3
1294,Brazil,Brazil,-18.85198975,-41.94715118,1
1295,Brazil,Brazil,-18.79815483,-52.62090683,1
1296,Brazil,Brazil,-18.78104019,-42.94208908,1
1297,Brazil,Brazil,-18.75520325,-44.43688965,1
1298,Brazil,Brazil,-18.72200966,-39.88786697,2
1299,Brazil,Brazil,-18.71442795,-39.85441589,1
1300,Brazil,Brazil,-18.64107895,-48.19897461,2
1301,Brazil,Brazil,-18.59160042,-46.51639557,2
1302,Brazil,Brazil,-18.58997917,-46.51514435,1
1303,Brazil,Brazil,-18.50427818,-54.73997116,2
1304,Brazil,Brazil,-18.44977951,-50.45031738,1
1305,Brazil,Brazil,-18.42048073,-49.21649933,1
1306,Brazil,Brazil,-18.24540138,-43.60209274,1
1307,Brazil,Brazil,-18.15898895,-47.95274735,3
1308,Brazil,Brazil,-18.12486458,-40.36201477,1
1309,Brazil,Brazil,-17.98958588,-39.86631012,1
1310,Brazil,Brazil,-17.88127327,-51.71614456,1
1311,Brazil,Brazil,-17.87167549,-41.48940659,1
1312,Brazil,Brazil,-17.8656292,-41.50589752,1
1313,Brazil,Brazil,-17.79275322,-50.91963196,3
1314,Brazil,Brazil,-17.79162598,-50.92731094,3
1315,Brazil,Brazil,-17.78992271,-50.92112732,3
1316,Brazil,Brazil,-17.77792931,-49.0077095,1
1317,Brazil,Brazil,-17.7496109,-46.16273499,1
1318,Brazil,Brazil,-17.7480793,-48.62210083,2
1319,Brazil,Brazil,-17.72742653,-49.09184647,1
1320,Brazil,Brazil,-17.70862198,-48.62775421,2
1321,Brazil,Brazil,-17.6930294,-42.51948547,1
1322,Brazil,Brazil,-17.5397377,-39.73517609,1
1323,Brazil,Brazil,-17.53623962,-39.75023651,2
1324,Brazil,Brazil,-17.33177757,-43.9883728,1
1325,Brazil,Brazil,-17.21814919,-46.87082291,2
1326,Brazil,Brazil,-17.14112854,-49.9913826,1
1327,Brazil,Brazil,-16.82366371,-49.24341202,1
1328,Brazil,Brazil,-16.76669884,-49.33679581,2
1329,Brazil,Brazil,-16.76250267,-49.29048157,3
1330,Brazil,Brazil,-16.74093056,-49.26704788,1
1331,Brazil,Brazil,-16.72851563,-43.88166428,1
1332,Brazil,Brazil,-16.72827911,-43.86747742,2
1333,Brazil,Brazil,-16.72576523,-43.86954117,1
1334,Brazil,Brazil,-16.72566795,-43.85951996,2
1335,Brazil,Brazil,-16.72512436,-43.86547852,2
1336,Brazil,Brazil,-16.71989441,-49.24233246,4
1337,Brazil,Brazil,-16.71968079,-43.87292862,2
1338,Brazil,Brazil,-16.71799278,-49.3152504,1
1339,Brazil,Brazil,-16.71512222,-49.27954865,4
1340,Brazil,Brazil,-16.71457672,-49.26474381,2
1341,Brazil,Brazil,-16.71431923,-49.26494598,3
1342,Brazil,Brazil,-16.71431351,-49.2649498,6
1343,Brazil,Brazil,-16.70744133,-49.32810974,1
1344,Brazil,Brazil,-16.70563126,-49.09505844,1
1345,Brazil,Brazil,-16.69785118,-49.22395325,1
1346,Brazil,Brazil,-16.68352318,-49.26449966,2
1347,Brazil,Brazil,-16.67789459,-49.25868225,7
1348,Brazil,Brazil,-16.66964912,-49.23324966,4
1349,Brazil,Brazil,-16.6642952,-49.24093247,3
1350,Brazil,Brazil,-16.66157532,-48.60765839,2
1351,Brazil,Brazil,-16.64031792,-49.4417572,1
1352,Brazil,Brazil,-16.62164497,-49.29849625,1
1353,Brazil,Brazil,-16.6072979,-49.33158493,1
1354,Brazil,Brazil,-16.56802368,-49.39387894,1
1355,Brazil,Brazil,-16.56473541,-42.89762878,1
1356,Brazil,Brazil,-16.48257256,-39.09070206,2
1357,Brazil,Brazil,-16.47135544,-54.6337204,1
1358,Brazil,Brazil,-16.47130394,-54.62524414,2
1359,Brazil,Brazil,-16.46940613,-54.63560867,2
1360,Brazil,Brazil,-16.46819687,-54.63095093,1
1361,Brazil,Brazil,-16.46814156,-54.63089752,3
1362,Brazil,Brazil,-16.46479988,-49.95335388,1
1363,Brazil,Brazil,-16.45038223,-51.11295319,3
1364,Brazil,Brazil,-16.44027329,-39.06305695,2
1365,Brazil,Brazil,-16.40454483,-48.98078919,3
1366,Brazil,Brazil,-16.37855721,-39.58865738,3
1367,Brazil,Brazil,-16.35904503,-46.90569305,1
1368,Brazil,Brazil,-16.35731888,-49.5066452,4
1369,Brazil,Brazil,-16.35193253,-48.97703552,1
1370,Brazil,Brazil,-16.33809662,-48.96601105,3
1371,Brazil,Brazil,-16.33753204,-48.95112991,1
1372,Brazil,Brazil,-16.3158226,-48.94393539,2
1373,Brazil,Brazil,-16.30734825,-48.96116638,1
1374,Brazil,Brazil,-16.28867531,-48.95366669,2
1375,Brazil,Brazil,-16.14925957,-47.95270157,1
1376,Brazil,Brazil,-16.10285187,-47.94812012,1
1377,Brazil,Brazil,-16.07625961,-47.9730835,1
1378,Brazil,Brazil,-16.06641579,-57.68444443,3
1379,Brazil,Brazil,-16.06316376,-47.97336197,3
1380,Brazil,Brazil,-15.94257355,-50.14342117,1
1381,Brazil,Brazil,-15.90261364,-47.77806473,2
1382,Brazil,Brazil,-15.88347244,-52.29229736,2
1383,Brazil,Brazil,-15.87866974,-48.01950836,3
1384,Brazil,Brazil,-15.87714768,-48.0713501,2
1385,Brazil,Brazil,-15.87115383,-47.97087097,2
1386,Brazil,Brazil,-15.86857891,-47.9731369,1
1387,Brazil,Brazil,-15.86240673,-48.02553558,1
1388,Brazil,Brazil,-15.85119438,-48.07062531,1
1389,Brazil,Brazil,-15.84371281,-48.03087235,4
1390,Brazil,Brazil,-15.83897018,-48.02720261,1
1391,Brazil,Brazil,-15.83351898,-48.05888748,2
1392,Brazil,Brazil,-15.82717514,-47.91015625,2
1393,Brazil,Brazil,-15.82669067,-47.92182159,3
1394,Brazil,Brazil,-15.82282066,-47.92193985,7
1395,Brazil,Brazil,-15.82028294,-47.91878128,2
1396,Brazil,Brazil,-15.81701851,-48.10656357,1
1397,Brazil,Brazil,-15.81656742,-42.2287674,1
1398,Brazil,Brazil,-15.80952931,-47.94287872,3
1399,Brazil,Brazil,-15.80888176,-47.88908768,4
1400,Brazil,Brazil,-15.79751778,-47.89188767,1
1401,Brazil,Brazil,-15.79723549,-47.88905716,3
1402,Brazil,Brazil,-15.79684925,-47.89262009,3
1403,Brazil,Brazil,-15.79684448,-47.89254379,6
1404,Brazil,Brazil,-15.79608154,-47.89198685,1
1405,Brazil,Brazil,-15.79603481,-47.89200974,1
1406,Brazil,Brazil,-15.7950697,-47.89253616,3
1407,Brazil,Brazil,-15.79465008,-47.89330673,2
1408,Brazil,Brazil,-15.79281807,-47.89360809,10
1409,Brazil,Brazil,-15.79220772,-47.91627502,1
1410,Brazil,Brazil,-15.78746605,-47.87252426,2
1411,Brazil,Brazil,-15.78411102,-47.88824844,2
1412,Brazil,Brazil,-15.77405357,-47.88959122,2
1413,Brazil,Brazil,-15.76694298,-47.87629318,2
1414,Brazil,Brazil,-15.75223541,-49.33333206,2
1415,Brazil,Brazil,-15.75015259,-48.28203583,1
1416,Brazil,Brazil,-15.74337483,-47.90120316,1
1417,Brazil,Brazil,-15.73538399,-48.28697968,2
1418,Brazil,Brazil,-15.72931099,-49.33481979,1
1419,Brazil,Brazil,-15.7088089,-47.91544342,1
1420,Brazil,Brazil,-15.70870304,-47.91437531,1
1421,Brazil,Brazil,-15.67924118,-48.19093704,2
1422,Brazil,Brazil,-15.67446613,-56.13012695,2
1423,Brazil,Brazil,-15.65079689,-47.78190231,1
1424,Brazil,Brazil,-15.64253521,-47.64951706,2
1425,Brazil,Brazil,-15.63263512,-56.05001831,2
1426,Brazil,Brazil,-15.63238716,-56.06163788,1
1427,Brazil,Brazil,-15.62640667,-58.17863464,1
1428,Brazil,Brazil,-15.62162495,-47.65215302,1
1429,Brazil,Brazil,-15.61455727,-47.64778137,1
1430,Brazil,Brazil,-15.60216236,-56.07866669,1
1431,Brazil,Brazil,-15.60168457,-56.09315872,2
1432,Brazil,Brazil,-15.59891796,-56.10126877,2
1433,Brazil,Brazil,-15.59873295,-56.09903717,2
1434,Brazil,Brazil,-15.59833527,-56.09277344,3
1435,Brazil,Brazil,-15.59764099,-56.09188843,2
1436,Brazil,Brazil,-15.5949316,-56.10286331,3
1437,Brazil,Brazil,-15.59326077,-56.10466766,1
1438,Brazil,Brazil,-15.58594799,-56.05016327,2
1439,Brazil,Brazil,-15.56058979,-55.16103745,1
1440,Brazil,Brazil,-15.55976677,-54.30327225,2
1441,Brazil,Brazil,-15.55672646,-54.30390167,2
1442,Brazil,Brazil,-15.54686642,-55.16444016,1
1443,Brazil,Brazil,-15.46526051,-39.6514473,2
1444,Brazil,Brazil,-15.31548214,-49.11852646,2
1445,Brazil,Brazil,-15.24568367,-40.2482872,1
1446,Brazil,Brazil,-15.23121357,-59.33376312,1
1447,Brazil,Brazil,-15.06714821,-57.19560623,1
1448,Brazil,Brazil,-14.88945293,-40.84490967,1
1449,Brazil,Brazil,-14.86565018,-40.578125,3
1450,Brazil,Brazil,-14.85422897,-40.82949448,3
1451,Brazil,Brazil,-14.81242847,-39.27842331,2
1452,Brazil,Brazil,-14.80257034,-39.26770401,2
1453,Brazil,Brazil,-14.79702759,-39.26409531,1
1454,Brazil,Brazil,-14.78154659,-39.26156235,3
1455,Brazil,Brazil,-14.66511345,-52.35788345,1
1456,Brazil,Brazil,-14.6405201,-39.54983902,1
1457,Brazil,Brazil,-14.62745953,-57.502491,2
1458,Brazil,Brazil,-14.49915028,-42.22340775,1
1459,Brazil,Brazil,-14.49365997,-42.22387695,2
1460,Brazil,Brazil,-14.46737289,-48.46021652,1
1461,Brazil,Brazil,-14.2267189,-42.78334045,1
1462,Brazil,Brazil,-14.19698906,-41.66664505,1
1463,Brazil,Brazil,-14.07021236,-42.49048233,1
1464,Brazil,Brazil,-14.05718708,-52.16194916,2
1465,Brazil,Brazil,-13.86601734,-40.06906891,1
1466,Brazil,Brazil,-13.82889843,-56.09809113,3
1467,Brazil,Brazil,-13.64311981,-41.84010696,2
1468,Brazil,Brazil,-13.55826187,-52.27044678,1
1469,Brazil,Brazil,-13.52878189,-39.96632004,1
1470,Brazil,Brazil,-13.39354134,-44.20742416,2
1471,Brazil,Brazil,-13.37103462,-39.07226563,1
1472,Brazil,Brazil,-13.08269596,-55.91389465,1
1473,Brazil,Brazil,-13.07162762,-55.93621826,1
1474,Brazil,Brazil,-13.06420803,-55.93216705,1
1475,Brazil,Brazil,-13.02915096,-39.60246277,1
1476,Brazil,Brazil,-13.00607872,-38.48432159,1
1477,Brazil,Brazil,-13.00162411,-38.5076561,2
1478,Brazil,Brazil,-12.99860573,-38.49172974,7
1479,Brazil,Brazil,-12.99011803,-38.45582581,5
1480,Brazil,Brazil,-12.98453808,-38.46737671,1
1481,Brazil,Brazil,-12.97990894,-38.45730591,4
1482,Brazil,Brazil,-12.97910214,-38.46082306,1
1483,Brazil,Brazil,-12.97887898,-38.45222473,5
1484,Brazil,Brazil,-12.97780132,-38.50788498,2
1485,Brazil,Brazil,-12.97088242,-38.4896698,4
1486,Brazil,Brazil,-12.97082043,-38.43862534,4
1487,Brazil,Brazil,-12.97034836,-39.2632637,3
1488,Brazil,Brazil,-12.96901417,-38.51205826,3
1489,Brazil,Brazil,-12.96623516,-39.26951981,2
1490,Brazil,Brazil,-12.95747757,-38.46496582,1
1491,Brazil,Brazil,-12.92003632,-38.36314392,2
1492,Brazil,Brazil,-12.91782284,-38.49868393,1
1493,Brazil,Brazil,-12.91614056,-38.46408463,3
1494,Brazil,Brazil,-12.91129589,-38.45254517,3
1495,Brazil,Brazil,-12.89360142,-38.47271729,1
1496,Brazil,Brazil,-12.74438953,-60.13586426,3
1497,Brazil,Brazil,-12.74223518,-56.5135231,1
1498,Brazil,Brazil,-12.7385006,-60.14270783,1
1499,Brazil,Brazil,-12.73145676,-39.18699265,1
1500,Brazil,Brazil,-12.71039295,-38.31884003,1
1501,Brazil,Brazil,-12.67083359,-38.54309082,2
1502,Brazil,Brazil,-12.61234188,-38.31309509,1
1503,Brazil,Brazil,-12.58958054,-52.2080307,1
1504,Brazil,Brazil,-12.54522133,-55.71374893,2
1505,Brazil,Brazil,-12.51938248,-40.31018448,1
1506,Brazil,Brazil,-12.28373241,-38.95364761,2
1507,Brazil,Brazil,-12.27902985,-38.95354843,1
1508,Brazil,Brazil,-12.25667954,-38.9507637,1
1509,Brazil,Brazil,-12.2559433,-38.9533844,2
1510,Brazil,Brazil,-12.25452042,-38.95678711,1
1511,Brazil,Brazil,-12.25421524,-38.96471405,1
1512,Brazil,Brazil,-12.25069141,-38.97492981,2
1513,Brazil,Brazil,-12.23981667,-38.97390747,1
1514,Brazil,Brazil,-12.2200737,-38.96212769,1
1515,Brazil,Brazil,-12.21182537,-38.93405914,1
1516,Brazil,Brazil,-12.13834667,-38.42036438,2
1517,Brazil,Brazil,-12.13834,-38.42433929,1
1518,Brazil,Brazil,-12.12434387,-58.001091,2
1519,Brazil,Brazil,-12.08269787,-45.79509735,1
1520,Brazil,Brazil,-11.86386299,-55.51633453,1
1521,Brazil,Brazil,-11.86298466,-55.5092926,1
1522,Brazil,Brazil,-11.855937,-55.49987412,1
1523,Brazil,Brazil,-11.85584164,-55.51284027,2
1524,Brazil,Brazil,-11.8549633,-55.49851227,3
1525,Brazil,Brazil,-11.85391617,-55.50062943,2
1526,Brazil,Brazil,-11.77046776,-63.03669739,1
1527,Brazil,Brazil,-11.75344467,-39.4450264,1
1528,Brazil,Brazil,-11.73217964,-61.77904511,2
1529,Brazil,Brazil,-11.73197937,-61.7779274,1
1530,Brazil,Brazil,-11.72969151,-49.07229996,1
1531,Brazil,Brazil,-11.72352696,-61.77555084,1
1532,Brazil,Brazil,-11.67636204,-61.18950653,2
1533,Brazil,Brazil,-11.67483234,-61.18837357,3
1534,Brazil,Brazil,-11.66958141,-39.83803558,2
1535,Brazil,Brazil,-11.65057278,-39.00715637,3
1536,Brazil,Brazil,-11.56621838,-39.28413391,1
1537,Brazil,Brazil,-11.434659,-61.45689392,1
1538,Brazil,Brazil,-11.42237377,-61.45454407,1
1539,Brazil,Brazil,-11.38066387,-37.65976334,2
1540,Brazil,Brazil,-11.38040066,-40.00993729,1
1541,Brazil,Brazil,-11.37979984,-40.0115509,1
1542,Brazil,Brazil,-11.30329227,-41.85791397,2
1543,Brazil,Brazil,-11.28084087,-37.78290558,1
1544,Brazil,Brazil,-11.2756176,-37.78718567,1
1545,Brazil,Brazil,-11.26516342,-37.4370842,1
1546,Brazil,Brazil,-11.26223087,-57.51544952,1
1547,Brazil,Brazil,-11.01164246,-37.20285416,1
1548,Brazil,Brazil,-10.92967701,-37.11925507,4
1549,Brazil,Brazil,-10.9240818,-37.04779053,2
1550,Brazil,Brazil,-10.9193306,-37.06990433,1
1551,Brazil,Brazil,-10.91627789,-37.04926682,6
1552,Brazil,Brazil,-10.91499233,-37.05390549,1
1553,Brazil,Brazil,-10.91396141,-37.05611801,2
1554,Brazil,Brazil,-10.90197468,-37.68375778,3
1555,Brazil,Brazil,-10.89867783,-37.09170914,2
1556,Brazil,Brazil,-10.895154,-37.08400345,1
1557,Brazil,Brazil,-10.87971687,-61.96010208,1
1558,Brazil,Brazil,-10.87551212,-61.9572525,3
1559,Brazil,Brazil,-10.87514782,-61.95495987,3
1560,Brazil,Brazil,-10.83593464,-38.54019547,1
1561,Brazil,Brazil,-10.73666954,-37.8096962,1
1562,Brazil,Brazil,-10.71796036,-62.25082016,1
1563,Brazil,Brazil,-10.70598507,-48.40287018,1
1564,Brazil,Brazil,-10.68857098,-37.42667389,2
1565,Brazil,Brazil,-10.68654633,-37.42139435,3
1566,Brazil,Brazil,-10.67456627,-55.40286636,1
1567,Brazil,Brazil,-10.47668934,-55.04933929,3
1568,Brazil,Brazil,-10.46281719,-40.1830368,1
1569,Brazil,Brazil,-10.46055222,-40.18479538,1
1570,Brazil,Brazil,-10.29371357,-36.5829277,1
1571,Brazil,Brazil,-10.21119213,-48.33014679,1
1572,Brazil,Brazil,-10.19220352,-48.33520889,1
1573,Brazil,Brazil,-10.19090748,-48.33956909,1
1574,Brazil,Brazil,-10.1842289,-48.33956909,3
1575,Brazil,Brazil,-10.18225861,-48.32449341,3
1576,Brazil,Brazil,-10.17958164,-48.3373642,1
1577,Brazil,Brazil,-10.17541409,-48.88270187,1
1578,Brazil,Brazil,-10.17541313,-48.88466263,1
1579,Brazil,Brazil,-10.1208868,-36.17648315,1
1580,Brazil,Brazil,-10.00909519,-67.78263092,2
1581,Brazil,Brazil,-9.973434448,-67.80845642,3
1582,Brazil,Brazil,-9.972117424,-67.80927277,1
1583,Brazil,Brazil,-9.970673561,-67.8160553,1
1584,Brazil,Brazil,-9.933824539,-54.34671402,1
1585,Brazil,Brazil,-9.91374588,-63.04700851,3
1586,Brazil,Brazil,-9.879053116,-56.08692932,1
1587,Brazil,Brazil,-9.873327255,-56.08414078,1
1588,Brazil,Brazil,-9.764956474,-36.65021896,3
1589,Brazil,Brazil,-9.761525154,-36.66578293,1
1590,Brazil,Brazil,-9.760637283,-36.66370773,1
1591,Brazil,Brazil,-9.757946968,-36.6643486,1
1592,Brazil,Brazil,-9.748624802,-36.66305924,3
1593,Brazil,Brazil,-9.740056038,-35.89264679,1
1594,Brazil,Brazil,-9.669597626,-35.73912811,2
1595,Brazil,Brazil,-9.664843559,-35.73303223,1
1596,Brazil,Brazil,-9.66241169,-35.72457504,2
1597,Brazil,Brazil,-9.661100388,-35.74721527,2
1598,Brazil,Brazil,-9.658864975,-35.73684311,2
1599,Brazil,Brazil,-9.658506393,-35.76385498,1
1600,Brazil,Brazil,-9.6578722,-35.75223541,2
1601,Brazil,Brazil,-9.650811195,-35.73151016,4
1602,Brazil,Brazil,-9.646904945,-35.71224213,2
1603,Brazil,Brazil,-9.646306992,-35.73258591,1
1604,Brazil,Brazil,-9.632897377,-35.73933029,2
1605,Brazil,Brazil,-9.626810074,-35.74009323,1
1606,Brazil,Brazil,-9.624305725,-35.74419785,1
1607,Brazil,Brazil,-9.606534958,-35.74078369,1
1608,Brazil,Brazil,-9.588908195,-35.776474,1
1609,Brazil,Brazil,-9.537257195,-35.78485107,3
1610,Brazil,Brazil,-9.534900665,-37.29341888,1
1611,Brazil,Brazil,-9.477093697,-35.85676956,2
1612,Brazil,Brazil,-9.432733536,-61.99652481,1
1613,Brazil,Brazil,-9.422266006,-40.49823761,1
1614,Brazil,Brazil,-9.39993,-40.49214172,1
1615,Brazil,Brazil,-9.3975811,-38.22097015,3
